PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=775&external=true&parentUrl=close,PO #99SWC-NV25-25281:775,June Silver Sage Amazon,"Amazon Capital Services, Inc.",Department of Human Services,Health Care Financing and Policy,Alexandra Lopez-Duarte,3PCR - Complete Receipt,06/20/2025,$287.31
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=776&external=true&parentUrl=close,PO #99SWC-NV25-25281:776,June College Pkwy Amazon,"Amazon Capital Services, Inc.",Department of Human Services,Health Care Financing and Policy,Alexandra Lopez-Duarte,3PCR - Complete Receipt,06/20/2025,$161.12
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=777&external=true&parentUrl=close,PO #99SWC-NV25-25281:777,Pen Order - Jasmine,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/20/2025,$15.40
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=778&external=true&parentUrl=close,PO #99SWC-NV25-25281:778,G2B #99SWC-NV25-25281 WR-38753,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Scott Egy,3PCR - Complete Receipt,06/20/2025,$119.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=779&external=true&parentUrl=close,PO #99SWC-NV25-25281:779,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Nevada Housing Division,Amber Baker,3PCR - Complete Receipt,06/20/2025,$215.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=780&external=true&parentUrl=close,PO #99SWC-NV25-25281:780,06-20-2025 Amazon First Aid Kits,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,06/23/2025,$226.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=781&external=true&parentUrl=close,PO #99SWC-NV25-25281:781,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,06/23/2025,$95.73
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=782&external=true&parentUrl=close,PO #99SWC-NV25-25281:782,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,06/23/2025,$197.76
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=783&external=true&parentUrl=close,PO #99SWC-NV25-25281:783,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,06/23/2025,$12.15
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=784&external=true&parentUrl=close,PO #99SWC-NV25-25281:784,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Treasurer's Office,Higher Education Tuition,Blanca Platt,3PS - Sent,06/23/2025,$147.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=785&external=true&parentUrl=close,PO #99SWC-NV25-25281:785,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Governor's Office of Economic Development,Governor's Office of Economic Development,Amber Winig,3PS - Sent,06/23/2025,$874.93
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=786&external=true&parentUrl=close,PO #99SWC-NV25-25281:786,06-23-2025 Amazon Stock Laundry Soap,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,06/23/2025,$123.60
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=787&external=true&parentUrl=close,PO #99SWC-NV25-25281:787,06-20-2025 Amazon Annex E Client,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,06/23/2025,$174.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=788&external=true&parentUrl=close,PO #99SWC-NV25-25281:788,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/23/2025,$427.86
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=789&external=true&parentUrl=close,PO #99SWC-NV25-25281:789,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/23/2025,"$4,390.45"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=790&external=true&parentUrl=close,PO #99SWC-NV25-25281:790,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/23/2025,$368.13
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=791&external=true&parentUrl=close,PO #99SWC-NV25-25281:791,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Paul Brown,3PS - Sent,06/23/2025,$79.04
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=792&external=true&parentUrl=close,PO #99SWC-NV25-25281:792,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/23/2025,$385.84
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=793&external=true&parentUrl=close,PO #99SWC-NV25-25281:793,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Edith Jordan,3PS - Sent,06/23/2025,$288.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=794&external=true&parentUrl=close,PO #99SWC-NV25-25281:794,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,Ally Hernandez,3PS - Sent,06/23/2025,$149.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=795&external=true&parentUrl=close,PO #99SWC-NV25-25281:795,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Heather Staneff,3PS - Sent,06/23/2025,$166.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=796&external=true&parentUrl=close,PO #99SWC-NV25-25281:796,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Heather Staneff,3PS - Sent,06/23/2025,$640.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=797&external=true&parentUrl=close,PO #99SWC-NV25-25281:797,1300 - Maintenance -Per Virgilio - URGENT,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,06/23/2025,$195.62
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=798&external=true&parentUrl=close,PO #99SWC-NV25-25281:798,Maxwell Goldberg Clothing,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Martha Rivera,3PCR - Complete Receipt,06/23/2025,$75.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=799&external=true&parentUrl=close,PO #99SWC-NV25-25281:799,Adam Diaz Oral care supplies,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Martha Rivera,3PCR - Complete Receipt,06/23/2025,$243.85
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=800&external=true&parentUrl=close,PO #99SWC-NV25-25281:800,1300- Per maintenance - Bulb,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,06/23/2025,$30.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=801&external=true&parentUrl=close,PO #99SWC-NV25-25281:801,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Tony Yuan,3PS - Sent,06/23/2025,$74.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=802&external=true&parentUrl=close,PO #99SWC-NV25-25281:802,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,State Public Works Division,GIOVANNI MADERA,3PCR - Complete Receipt,06/23/2025,$27.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=803&external=true&parentUrl=close,PO #99SWC-NV25-25281:803,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Edith Jordan,3PS - Sent,06/23/2025,$247.47
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=804&external=true&parentUrl=close,PO #99SWC-NV25-25281:804,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Tiane Muniz,3PCR - Complete Receipt,06/24/2025,$307.76
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=805&external=true&parentUrl=close,PO #99SWC-NV25-25281:805,FY25 FRO Ice Chests Elko_GM Amazon,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Kevin Gearlds,3PCO - Closed,06/24/2025,$551.57
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=806&external=true&parentUrl=close,PO #99SWC-NV25-25281:806,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/24/2025,$364.45
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=807&external=true&parentUrl=close,PO #99SWC-NV25-25281:807,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,Mail Services,Haley Wilkes,3PCR - Complete Receipt,06/24/2025,$608.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=808&external=true&parentUrl=close,PO #99SWC-NV25-25281:808,SRHQ TV G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Joe Livreri,3PCO - Closed,06/24/2025,"$1,556.93"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=809&external=true&parentUrl=close,PO #99SWC-NV25-25281:809,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Division of Tourism,Lisa Rosas,3PCR - Complete Receipt,06/24/2025,$559.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=810&external=true&parentUrl=close,PO #99SWC-NV25-25281:810,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,06/24/2025,$30.31
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=811&external=true&parentUrl=close,PO #99SWC-NV25-25281:811,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Tiane Muniz,3PS - Sent,06/24/2025,"$2,799.88"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=812&external=true&parentUrl=close,PO #99SWC-NV25-25281:812,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Tiane Muniz,3PS - Sent,06/24/2025,"$2,530.06"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=813&external=true&parentUrl=close,PO #99SWC-NV25-25281:813,G2B WR Fire Training Room Monitor,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Jerry Simpson,3PCO - Closed,06/24/2025,"$1,496.93"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=814&external=true&parentUrl=close,PO #99SWC-NV25-25281:814,HQ - VR headsets for Hunter Ed,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Amanda Perez,3PCR - Complete Receipt,06/24/2025,"$1,996.00"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=815&external=true&parentUrl=close,PO #99SWC-NV25-25281:815,Batteries; Lens Filter Kit; Screen Protector; Wireless Microphone; Bubble Levels; Camera accessories,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Tara Wyatt,3PCR - Complete Receipt,06/24/2025,$241.40
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=816&external=true&parentUrl=close,PO #99SWC-NV25-25281:816,G2B WR Fire Supplies,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Jerry Simpson,3PCO - Closed,06/24/2025,$144.27
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=817&external=true&parentUrl=close,PO #99SWC-NV25-25281:817,Wall art posters; reloading stands,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Tara Wyatt,3PCR - Complete Receipt,06/24/2025,"$1,829.76"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=818&external=true&parentUrl=close,PO #99SWC-NV25-25281:818,20700 Safety Vests CC FY25,"Amazon Capital Services, Inc.",Public Utilities Commission,Public Utilities Commission,Nichole Shafer,3PS - Sent,06/24/2025,$219.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=819&external=true&parentUrl=close,PO #99SWC-NV25-25281:819,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Public Employees' Benefits Program,Public Employees' Benefits Program,Cinthia Gonzalez,3PS - Sent,06/24/2025,$46.41
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=820&external=true&parentUrl=close,PO #99SWC-NV25-25281:820,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Social Services,Yvonna Snooks,3PCO - Closed,06/24/2025,$49.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=821&external=true&parentUrl=close,PO #99SWC-NV25-25281:821,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Daphne Deleon,3PS - Sent,06/24/2025,$309.86
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=822&external=true&parentUrl=close,PO #99SWC-NV25-25281:822,6-20-25 Amazon Marlene HR Stock PR G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Matthew Laruccia,3PS - Sent,06/24/2025,$40.58
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=823&external=true&parentUrl=close,PO #99SWC-NV25-25281:823,Carson ARPA Order,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Carole Hanley,3PCR - Complete Receipt,06/24/2025,$505.46
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=824&external=true&parentUrl=close,PO #99SWC-NV25-25281:824,Reno ARPA order,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Carole Hanley,3PCR - Complete Receipt,06/24/2025,$629.21
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=825&external=true&parentUrl=close,PO #99SWC-NV25-25281:825,LV ARPA order,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Carole Hanley,3PCR - Complete Receipt,06/24/2025,"$1,243.47"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=826&external=true&parentUrl=close,PO #99SWC-NV25-25281:826,06-24-2025 Amazon IT Battery Back Up for Server,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,06/24/2025,$350.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=827&external=true&parentUrl=close,PO #99SWC-NV25-25281:827,CYC25677 Batt Backup Inf G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Kelly Funk,3PCR - Complete Receipt,06/24/2025,$94.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=828&external=true&parentUrl=close,PO #99SWC-NV25-25281:828,CYC25679 Batteries PoolVac RinseAssembly G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Kelly Funk,3PCR - Complete Receipt,06/24/2025,$520.56
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=829&external=true&parentUrl=close,PO #99SWC-NV25-25281:829,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,Isabelle RAmos,3PCR - Complete Receipt,06/24/2025,$819.82
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=830&external=true&parentUrl=close,PO #99SWC-NV25-25281:830,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Office of the Labor Commission,Lauren Hayes,3PCR - Complete Receipt,06/24/2025,$92.50
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=831&external=true&parentUrl=close,PO #99SWC-NV25-25281:831,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Office of the Labor Commission,Lauren Hayes,3PCR - Complete Receipt,06/24/2025,$68.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=832&external=true&parentUrl=close,PO #99SWC-NV25-25281:832,CYC25684 BoomSprayrParts G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Kelly Funk,3PCR - Complete Receipt,06/24/2025,$245.07
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=833&external=true&parentUrl=close,PO #99SWC-NV25-25281:833,G2B #99SWC-NV25-25281 062325,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rosa Macharg,3PS - Sent,06/24/2025,"$1,737.99"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=834&external=true&parentUrl=close,PO #99SWC-NV25-25281:834,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Public Employees' Benefits Program,Public Employees' Benefits Program,Cinthia Gonzalez,3PS - Sent,06/24/2025,$635.30
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=835&external=true&parentUrl=close,PO #99SWC-NV25-25281:835,Mackenzie Jeffress Amazon Order 6.24,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/24/2025,$60.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=836&external=true&parentUrl=close,PO #99SWC-NV25-25281:836,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Secretary of State's Office,Secretary of State's Office,Marissa Russell,3PS - Sent,06/24/2025,$216.52
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=837&external=true&parentUrl=close,PO #99SWC-NV25-25281:837,Joey Danielson Amazon Order 6.24,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/24/2025,$108.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=838&external=true&parentUrl=close,PO #99SWC-NV25-25281:838,Vince Popyk Amazon Order 6.24,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/24/2025,$85.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=839&external=true&parentUrl=close,PO #99SWC-NV25-25281:839,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Public Safety,Parole Board,Hanna Branchcomb,3PS - Sent,06/24/2025,$76.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=840&external=true&parentUrl=close,PO #99SWC-NV25-25281:840,Jasmine K Order,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/24/2025,$178.65
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=841&external=true&parentUrl=close,PO #99SWC-NV25-25281:841,Jon Young order for HQ,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,06/24/2025,"$1,652.83"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=842&external=true&parentUrl=close,PO #99SWC-NV25-25281:842,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Wyatt Layland,3PS - Sent,06/24/2025,$23.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=843&external=true&parentUrl=close,PO #99SWC-NV25-25281:843,EPRO/SR-5162,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Randy Denter,3PS - Sent,06/25/2025,"$2,020.08"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=844&external=true&parentUrl=close,PO #99SWC-NV25-25281:844,WR 38759,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Ashlee Goeddel,3PCR - Complete Receipt,06/25/2025,"$1,041.15"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=845&external=true&parentUrl=close,PO #99SWC-NV25-25281:845,Maintenance supplies,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Martha Rivera,3PCR - Complete Receipt,06/25/2025,$11.60
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=846&external=true&parentUrl=close,PO #99SWC-NV25-25281:846,ECC EX70431 G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,William Kingston,3PCO - Closed,06/25/2025,$15.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=847&external=true&parentUrl=close,PO #99SWC-NV25-25281:847,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Alex Sargent-Puentes,3PCO - Closed,06/25/2025,$241.03
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=848&external=true&parentUrl=close,PO #99SWC-NV25-25281:848,3759/ New tools and supplies,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Phillip Yancy,3PPR - Partial Receipt,06/25/2025,"$2,027.75"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=849&external=true&parentUrl=close,PO #99SWC-NV25-25281:849,R110938 Medical Toner for NNCC Unit 6,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Keli Murphy,3PCR - Complete Receipt,06/25/2025,$99.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=850&external=true&parentUrl=close,PO #99SWC-NV25-25281:850,1-07343,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Rett Smith,3PCR - Complete Receipt,06/25/2025,$583.08
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=851&external=true&parentUrl=close,PO #99SWC-NV25-25281:851,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Daniel Rangel,3PCO - Closed,06/25/2025,"$8,343.80"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=852&external=true&parentUrl=close,PO #99SWC-NV25-25281:852,AMAZON - ADAM SPEND DOWN,"Amazon Capital Services, Inc.",Department of Education,Department of Education,Ron Pascual,3PS - Sent,06/25/2025,"$12,354.79"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=853&external=true&parentUrl=close,PO #99SWC-NV25-25281:853,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,Meaghan Sullivan,3PS - Sent,06/25/2025,$27.18
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=854&external=true&parentUrl=close,PO #99SWC-NV25-25281:854,Epro/SR-5167,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Craig Robinson,3PCR - Complete Receipt,06/25/2025,"$3,499.93"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=855&external=true&parentUrl=close,PO #99SWC-NV25-25281:855,epro sr-5168,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Rett Smith,3PCR - Complete Receipt,06/25/2025,"$1,969.14"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=856&external=true&parentUrl=close,PO #99SWC-NV25-25281:856,CYC25683 DoorAlarm ShowrHead G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Kelly Funk,3PCR - Complete Receipt,06/25/2025,$356.15
