PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1723&external=true&parentUrl=close,PO #99SWC-NV25-25281:1723,G2B #99SWC-NV25-25281 ADHESIVE TAPE,"Amazon Capital Services, Inc.",Department of Public Safety,Traffic Safety,Debra Miller,3PCR - Complete Receipt,08/06/2025,$15.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1725&external=true&parentUrl=close,PO #99SWC-NV25-25281:1725,3759Amazon #99SWC-NV25-25281/tools,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Phillip Yancy,3PS - Sent,08/06/2025,"$3,445.45"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1726&external=true&parentUrl=close,PO #99SWC-NV25-25281:1726,Maintenance - Per Virgilio P- shower Rings,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PS - Sent,08/06/2025,$14.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1727&external=true&parentUrl=close,PO #99SWC-NV25-25281:1727,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Adrienne Villanueva,3PCR - Complete Receipt,08/06/2025,$25.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1728&external=true&parentUrl=close,PO #99SWC-NV25-25281:1728,Maintenance - Per Rogel Valles - ICF,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PS - Sent,08/06/2025,$256.38
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1729&external=true&parentUrl=close,PO #99SWC-NV25-25281:1729,1308- Teri Kealoha,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Edita Abell,3PCR - Complete Receipt,08/06/2025,$89.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1730&external=true&parentUrl=close,PO #99SWC-NV25-25281:1730,ADA Headset Request - J.Vyvyan - 3279,"Amazon Capital Services, Inc.",Department of Human Services,Aging and Disability Services Division,Justin Harmon,3PS - Sent,08/06/2025,$179.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1731&external=true&parentUrl=close,PO #99SWC-NV25-25281:1731,CYC26056 BBalls G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Kelly Funk,3PS - Sent,08/06/2025,$455.34
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1732&external=true&parentUrl=close,PO #99SWC-NV25-25281:1732,08-06-2025 Amazon Rawson Neal Token,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/06/2025,$763.88
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1733&external=true&parentUrl=close,PO #99SWC-NV25-25281:1733,08-06-2025 Amazon Rawson Neal Discharge Bags,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/06/2025,$152.26
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1734&external=true&parentUrl=close,PO #99SWC-NV25-25281:1734,08-06-2025 Amazon Stock HR Folders,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/06/2025,$128.22
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1735&external=true&parentUrl=close,PO #99SWC-NV25-25281:1735,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Adjutant General,Adjutant General and National Guard,Pamela Fanning,3PS - Sent,08/06/2025,$529.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1736&external=true&parentUrl=close,PO #99SWC-NV25-25281:1736,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,08/06/2025,"$2,028.51"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1737&external=true&parentUrl=close,PO #99SWC-NV25-25281:1737,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Division of Industrial Relations,Melody Dorsey,3PCR - Complete Receipt,08/06/2025,$26.36
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1738&external=true&parentUrl=close,PO #99SWC-NV25-25281:1738,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,08/06/2025,$173.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1739&external=true&parentUrl=close,PO #99SWC-NV25-25281:1739,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,08/06/2025,$524.57
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1740&external=true&parentUrl=close,PO #99SWC-NV25-25281:1740,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Tanya Neely,3PS - Sent,08/06/2025,$173.62
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1741&external=true&parentUrl=close,PO #99SWC-NV25-25281:1741,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Ashleigh Speaker,3PS - Sent,08/06/2025,$69.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1742&external=true&parentUrl=close,PO #99SWC-NV25-25281:1742,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,08/06/2025,$504.72
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1743&external=true&parentUrl=close,PO #99SWC-NV25-25281:1743,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Secretary of State's Office,Secretary of State's Office,Marissa Russell,3PS - Sent,08/06/2025,$112.33
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1744&external=true&parentUrl=close,PO #99SWC-NV25-25281:1744,IT order for CAPS & VREMS,"Amazon Capital Services, Inc.",Secretary of State's Office,Secretary of State's Office,Kellie Karasek,3PS - Sent,08/06/2025,$102.73
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1745&external=true&parentUrl=close,PO #99SWC-NV25-25281:1745,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,State Public Works Division,GIOVANNI MADERA,3PCR - Complete Receipt,08/06/2025,$488.06
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1746&external=true&parentUrl=close,PO #99SWC-NV25-25281:1746,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,State Public Works Division,GIOVANNI MADERA,3PCR - Complete Receipt,08/06/2025,$488.06
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1747&external=true&parentUrl=close,PO #99SWC-NV25-25281:1747,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,State Public Works Division,GIOVANNI MADERA,3PCR - Complete Receipt,08/06/2025,$37.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1748&external=true&parentUrl=close,PO #99SWC-NV25-25281:1748,Cameron Jensen Amazon Order,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Marisa Peters,3PS - Sent,08/06/2025,$287.53
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1749&external=true&parentUrl=close,PO #99SWC-NV25-25281:1749,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Adjutant General,Adjutant General and National Guard,Rodney Jordan,3PS - Sent,08/06/2025,$553.92
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1750&external=true&parentUrl=close,PO #99SWC-NV25-25281:1750,G2B #99SWC-NV25-25281 WR-38837,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Scott Egy,3PCR - Complete Receipt,08/06/2025,$87.91
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1751&external=true&parentUrl=close,PO #99SWC-NV25-25281:1751,GS-2600164,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Dominique Cupa,3PS - Sent,08/06/2025,$24.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1752&external=true&parentUrl=close,PO #99SWC-NV25-25281:1752,8-6-25 Amazon Cordless phone Phramacy,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/06/2025,$42.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1753&external=true&parentUrl=close,PO #99SWC-NV25-25281:1753,Chair Reorder,"Amazon Capital Services, Inc.",Department of Business and Industry,Business and Industry,Taja Hosler,3PCR - Complete Receipt,08/06/2025,$274.53
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1754&external=true&parentUrl=close,PO #99SWC-NV25-25281:1754,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",State Public Charter School Authority,State Public Charter School Authority,Karie Sarabia,3PS - Sent,08/06/2025,$14.70
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1755&external=true&parentUrl=close,PO #99SWC-NV25-25281:1755,3759 - Meat slicer for Culinary G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Shayla Barry,3PCR - Complete Receipt,08/06/2025,$242.71
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1756&external=true&parentUrl=close,PO #99SWC-NV25-25281:1756,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Nevada Transportation Authority,Kerri McKenzie,3PS - Sent,08/06/2025,$10.90
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1757&external=true&parentUrl=close,PO #99SWC-NV25-25281:1757,3759 - Award holders/papers for staff appreciation/recognition G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Shayla Barry,3PCR - Complete Receipt,08/06/2025,$39.06
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1759&external=true&parentUrl=close,PO #99SWC-NV25-25281:1759,PPC Binding Machine,"Amazon Capital Services, Inc.",Department of Human Services,Health Care Financing and Policy,Daisy Lopez,3PS - Sent,08/06/2025,$260.52
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1760&external=true&parentUrl=close,PO #99SWC-NV25-25281:1760,Amazon Order - Ergo Keyboard for ADA user at CP - $118.74,"Amazon Capital Services, Inc.",Department of Human Services,Health Care Financing and Policy,Julio Fuentes,3PS - Sent,08/06/2025,$118.74
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1761&external=true&parentUrl=close,PO #99SWC-NV25-25281:1761,July Double R Amazon,"Amazon Capital Services, Inc.",Department of Human Services,Health Care Financing and Policy,Alexandra Lopez-Duarte,3PS - Sent,08/06/2025,$429.69
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1762&external=true&parentUrl=close,PO #99SWC-NV25-25281:1762,July College Pkwy Amazon,"Amazon Capital Services, Inc.",Department of Human Services,Health Care Financing and Policy,Alexandra Lopez-Duarte,3PS - Sent,08/06/2025,"$2,288.08"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1763&external=true&parentUrl=close,PO #99SWC-NV25-25281:1763,FY26 FRO LMNT Electrolyte Air Ops,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Kevin Gearlds,3PCR - Complete Receipt,08/06/2025,$118.54
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1766&external=true&parentUrl=close,PO #99SWC-NV25-25281:1766,HR Supplies,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Amanda Otto,3PCR - Complete Receipt,08/06/2025,$189.14
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1768&external=true&parentUrl=close,PO #99SWC-NV25-25281:1768,"floor mats, pens, correction tape","Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Anthony Lonnegren,3PS - Sent,08/06/2025,$39.31
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1769&external=true&parentUrl=close,PO #99SWC-NV25-25281:1769,G2B #99SWC-NV25-25281-SV26058,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rosa Macharg,3PS - Sent,08/06/2025,$79.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1770&external=true&parentUrl=close,PO #99SWC-NV25-25281:1770,stamp and keyboard,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Anthony Lonnegren,3PCR - Complete Receipt,08/06/2025,$55.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1771&external=true&parentUrl=close,PO #99SWC-NV25-25281:1771,"G2B #99SWC-NV25-25281 Replacement for Swamp Cooler in Fleet Garage , needed for August heat ASAP","Amazon Capital Services, Inc.",Department of Public Safety,Nevada Highway Patrol,Betsy Gillett,3PS - Sent,08/06/2025,$25.35
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1772&external=true&parentUrl=close,PO #99SWC-NV25-25281:1772,imaging drum,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Anthony Lonnegren,3PS - Sent,08/06/2025,$67.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1773&external=true&parentUrl=close,PO #99SWC-NV25-25281:1773,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,David Aurand,3PCR - Complete Receipt,08/06/2025,$23.50
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1774&external=true&parentUrl=close,PO #99SWC-NV25-25281:1774,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,David Aurand,3PS - Sent,08/06/2025,$114.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1775&external=true&parentUrl=close,PO #99SWC-NV25-25281:1775,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Division of Insurance,Teresa Fernandez,3PS - Sent,08/06/2025,$17.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1776&external=true&parentUrl=close,PO #99SWC-NV25-25281:1776,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Division of Insurance,Teresa Fernandez,3PCR - Complete Receipt,08/06/2025,$69.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1777&external=true&parentUrl=close,PO #99SWC-NV25-25281:1777,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Division of Insurance,Teresa Fernandez,3PCR - Complete Receipt,08/06/2025,$100.70
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1779&external=true&parentUrl=close,PO #99SWC-NV25-25281:1779,SR 26056,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Boyd Strassburg,3PS - Sent,08/07/2025,$953.46
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1780&external=true&parentUrl=close,PO #99SWC-NV25-25281:1780,NNCC Sit to Stand Assist Lift,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Maria Eddington,3PS - Sent,08/07/2025,$661.28
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1781&external=true&parentUrl=close,PO #99SWC-NV25-25281:1781,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,State Public Works Division,GIOVANNI MADERA,3PCR - Complete Receipt,08/07/2025,$37.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1782&external=true&parentUrl=close,PO #99SWC-NV25-25281:1782,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Christopher Herzog,3PS - Sent,08/07/2025,$223.09
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1783&external=true&parentUrl=close,PO #99SWC-NV25-25281:1783,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Paul Brown,3PS - Sent,08/07/2025,$520.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1785&external=true&parentUrl=close,PO #99SWC-NV25-25281:1785,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,08/07/2025,$605.04
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1786&external=true&parentUrl=close,PO #99SWC-NV25-25281:1786,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Tiane Muniz,3PS - Sent,08/07/2025,$135.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1787&external=true&parentUrl=close,PO #99SWC-NV25-25281:1787,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,08/07/2025,$673.23
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1788&external=true&parentUrl=close,PO #99SWC-NV25-25281:1788,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,08/07/2025,$796.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1789&external=true&parentUrl=close,PO #99SWC-NV25-25281:1789,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Jordan Adams,3PS - Sent,08/07/2025,$99.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1790&external=true&parentUrl=close,PO #99SWC-NV25-25281:1790,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Adjutant General,Adjutant General and National Guard,Rodney Jordan,3PS - Sent,08/07/2025,$824.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1791&external=true&parentUrl=close,PO #99SWC-NV25-25281:1791,G2B #99SWC-NV25-25281 WR-38836,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Scott Egy,3PCR - Complete Receipt,08/07/2025,$235.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1792&external=true&parentUrl=close,PO #99SWC-NV25-25281:1792,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,Jackie (Frankie) LaRue,3PS - Sent,08/07/2025,$438.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1793&external=true&parentUrl=close,PO #99SWC-NV25-25281:1793,SR-26050,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Louis Jobe,3PS - Sent,08/07/2025,$64.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1794&external=true&parentUrl=close,PO #99SWC-NV25-25281:1794,08-07-2025 Amazon Supply Doorbell,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/07/2025,$19.99
