PO #,PO #,Description,Vendor,Organization,Department,Buyer,Status,Sent Date,Total
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1795&external=true&parentUrl=close,PO #99SWC-NV25-25281:1795,08-06-2025 Amazon AT Headphones,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/07/2025,$376.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1796&external=true&parentUrl=close,PO #99SWC-NV25-25281:1796,SR-26052,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Louis Jobe,3PCR - Complete Receipt,08/07/2025,$54.78
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1797&external=true&parentUrl=close,PO #99SWC-NV25-25281:1797,CYC26054 Infirmary G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Kelly Funk,3PS - Sent,08/07/2025,$196.34
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1798&external=true&parentUrl=close,PO #99SWC-NV25-25281:1798,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Debra Ward,3PS - Sent,08/07/2025,$58.42
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1799&external=true&parentUrl=close,PO #99SWC-NV25-25281:1799,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Jennifer Miller,3PS - Sent,08/07/2025,$178.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1800&external=true&parentUrl=close,PO #99SWC-NV25-25281:1800,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Jennifer Miller,3PS - Sent,08/07/2025,$27.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1801&external=true&parentUrl=close,PO #99SWC-NV25-25281:1801,G2B #99SWC-NV25-25281 - Privacy Monitor Screens,"Amazon Capital Services, Inc.",Department of Business and Industry,Division of Industrial Relations,Vange Mendelson,3PCR - Complete Receipt,08/07/2025,$74.46
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1802&external=true&parentUrl=close,PO #99SWC-NV25-25281:1802,Amazon Supply Order - Reno OSHA,"Amazon Capital Services, Inc.",Department of Business and Industry,Division of Industrial Relations,Jodi Williams,3PPR - Partial Receipt,08/07/2025,$766.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1803&external=true&parentUrl=close,PO #99SWC-NV25-25281:1803,G2B #99SWC-NV25-25281/ Digital Car Window Tint Meter,"Amazon Capital Services, Inc.",Department of Business and Industry,Nevada Taxicab Authority,Corazon Fontillas,3PS - Sent,08/07/2025,$341.72
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1804&external=true&parentUrl=close,PO #99SWC-NV25-25281:1804,544G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,08/07/2025,$544.61
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1805&external=true&parentUrl=close,PO #99SWC-NV25-25281:1805,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,State Public Works Division,GIOVANNI MADERA,3PCR - Complete Receipt,08/08/2025,$99.94
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1806&external=true&parentUrl=close,PO #99SWC-NV25-25281:1806,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Museums and History Division,Tiane Muniz,3PS - Sent,08/08/2025,$405.59
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1807&external=true&parentUrl=close,PO #99SWC-NV25-25281:1807,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Christine Bonney,3PS - Sent,08/08/2025,$992.04
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1808&external=true&parentUrl=close,PO #99SWC-NV25-25281:1808,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Governor's Office,Emergency Management,Cailean Demmon,3PCR - Complete Receipt,08/08/2025,"$1,348.76"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1809&external=true&parentUrl=close,PO #99SWC-NV25-25281:1809,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Governor's Office,Emergency Management,Cailean Demmon,3PCR - Complete Receipt,08/08/2025,$117.85
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1811&external=true&parentUrl=close,PO #99SWC-NV25-25281:1811,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Lilliam Waters,3PS - Sent,08/08/2025,"$1,687.83"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1812&external=true&parentUrl=close,PO #99SWC-NV25-25281:1812,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Adjutant General,Adjutant General and National Guard,Pamela Fanning,3PS - Sent,08/08/2025,$49.48
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1813&external=true&parentUrl=close,PO #99SWC-NV25-25281:1813,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,08/08/2025,$488.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1814&external=true&parentUrl=close,PO #99SWC-NV25-25281:1814,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Tourism And Cultural Affairs,Nevada Arts Council,Daniel Christensen,3PS - Sent,08/08/2025,$58.13
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1815&external=true&parentUrl=close,PO #99SWC-NV25-25281:1815,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Public Safety,Nevada Parole and Probation,Carolann Stanford,3PS - Sent,08/08/2025,$140.12
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1816&external=true&parentUrl=close,PO #99SWC-NV25-25281:1816,HDSP Sit to stand Assist,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Maria Eddington,3PS - Sent,08/08/2025,$661.28
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1817&external=true&parentUrl=close,PO #99SWC-NV25-25281:1817,pd-260018,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Samantha Rice,3PS - Sent,08/08/2025,$87.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1819&external=true&parentUrl=close,PO #99SWC-NV25-25281:1819,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,James Limon,3PS - Sent,08/08/2025,$64.14
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1820&external=true&parentUrl=close,PO #99SWC-NV25-25281:1820,08-08-2025 Amazon Supply Cart,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/08/2025,$129.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1821&external=true&parentUrl=close,PO #99SWC-NV25-25281:1821,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Adjutant General,Adjutant General and National Guard,Rodney Jordan,3PS - Sent,08/08/2025,"$2,718.32"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1822&external=true&parentUrl=close,PO #99SWC-NV25-25281:1822,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Kaleigh Pellissier,3PS - Sent,08/08/2025,$8.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1823&external=true&parentUrl=close,PO #99SWC-NV25-25281:1823,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Tanya Neely,3PS - Sent,08/08/2025,$11.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1824&external=true&parentUrl=close,PO #99SWC-NV25-25281:1824,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Taxation,Department of Taxation,Kaleigh Pellissier,3PS - Sent,08/08/2025,$159.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1825&external=true&parentUrl=close,PO #99SWC-NV25-25281:1825,WR-38847,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Caleb Kondor,3PS - Sent,08/08/2025,$849.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1826&external=true&parentUrl=close,PO #99SWC-NV25-25281:1826,Amazon order Mount for Heath Korell,"Amazon Capital Services, Inc.",Department of Wildlife,Department of Wildlife,Aria Earnest,3PS - Sent,08/08/2025,$44.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1827&external=true&parentUrl=close,PO #99SWC-NV25-25281:1827,08-06-2025 Amazon Stein Nursing Education.,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/08/2025,$76.92
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1828&external=true&parentUrl=close,PO #99SWC-NV25-25281:1828,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,Administrative Services Division,Juile Kidd,3PS - Sent,08/08/2025,$299.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1829&external=true&parentUrl=close,PO #99SWC-NV25-25281:1829,08-06-2025 Amazon Infection Control Cabinet,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/11/2025,$89.00
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1830&external=true&parentUrl=close,PO #99SWC-NV25-25281:1830,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Cannabis Compliance Board,Cannabis Compliance Board,Michele Hudson,3PCR - Complete Receipt,08/11/2025,$35.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1831&external=true&parentUrl=close,PO #99SWC-NV25-25281:1831,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Cannabis Compliance Board,Cannabis Compliance Board,Michele Hudson,3PCR - Complete Receipt,08/11/2025,$35.96
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1832&external=true&parentUrl=close,PO #99SWC-NV25-25281:1832,EIS FY26 Arc Dome Shop Supplies,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Colleen Lafferty,3PCO - Closed,08/11/2025,$389.04
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1833&external=true&parentUrl=close,PO #99SWC-NV25-25281:1833,EIS FY26 July Amazon,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Colleen Lafferty,3PS - Sent,08/11/2025,$432.82
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1834&external=true&parentUrl=close,PO #99SWC-NV25-25281:1834,PCC North MKU EX84415,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Tyson Nelson,3PCO - Closed,08/11/2025,$887.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1835&external=true&parentUrl=close,PO #99SWC-NV25-25281:1835,"FY26 EIS EX87028 & EX87038 Parts, Vehicle Stock","Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Colleen Lafferty,3PCR - Complete Receipt,08/11/2025,$129.93
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1836&external=true&parentUrl=close,PO #99SWC-NV25-25281:1836,PCC Field and Operating Supplies,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Forestry Division,Tyson Nelson,3PCO - Closed,08/11/2025,$195.78
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1837&external=true&parentUrl=close,PO #99SWC-NV25-25281:1837,SR-26057,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Louis Jobe,3PCR - Complete Receipt,08/11/2025,$11.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1840&external=true&parentUrl=close,PO #99SWC-NV25-25281:1840,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Rhea Sayas,3PS - Sent,08/11/2025,$430.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1841&external=true&parentUrl=close,PO #99SWC-NV25-25281:1841,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,State Lands Division,Mariana Lopez,3PS - Sent,08/11/2025,$338.83
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1842&external=true&parentUrl=close,PO #99SWC-NV25-25281:1842,"4740-Office Supplies-labels, whiteout, staples","Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Karina Carrillo,3PS - Sent,08/11/2025,$80.75
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1843&external=true&parentUrl=close,PO #99SWC-NV25-25281:1843,4740-FY26 Appraisers Vests/Vehicle Flag-Decatur,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Karina Carrillo,3PS - Sent,08/11/2025,$82.80
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1844&external=true&parentUrl=close,PO #99SWC-NV25-25281:1844,FY26 4740-Flamingo Office Supplies,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Karina Carrillo,3PS - Sent,08/11/2025,$84.46
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1845&external=true&parentUrl=close,PO #99SWC-NV25-25281:1845,4740-FY26 Web camera- OBL-Rachel Ornelas,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Karina Carrillo,3PS - Sent,08/11/2025,$26.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1846&external=true&parentUrl=close,PO #99SWC-NV25-25281:1846,4740-FY26 Vin Inspectors/Appraiser Supplies- South,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Karina Carrillo,3PS - Sent,08/11/2025,$129.51
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1847&external=true&parentUrl=close,PO #99SWC-NV25-25281:1847,08-11-2025 Amazon Stock Laundry Soap,"Amazon Capital Services, Inc.",Department of Human Services,Public and Behavioral Health,John Salvador,3PS - Sent,08/11/2025,$99.64
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1848&external=true&parentUrl=close,PO #99SWC-NV25-25281:1848,Amzon Surface Pro docking for Blanche,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Tony Yuan,3PS - Sent,08/11/2025,$121.22
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1849&external=true&parentUrl=close,PO #99SWC-NV25-25281:1849,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Veterans Services,Department of Veterans Services,Debbie Bronson,3PS - Sent,08/11/2025,$169.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1850&external=true&parentUrl=close,PO #99SWC-NV25-25281:1850,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Administration,Mail Services,Haley Wilkes,3PS - Sent,08/11/2025,$113.46
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1851&external=true&parentUrl=close,PO #99SWC-NV25-25281:1851,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Commission on Mineral Resources,Commission on Mineral Resource,Crystal Cruson,3PCR - Complete Receipt,08/11/2025,$269.89
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1852&external=true&parentUrl=close,PO #99SWC-NV25-25281:1852,Amazon-Ink/waste toner,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Amanda Mata,3PCR - Complete Receipt,08/11/2025,$392.31
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1853&external=true&parentUrl=close,PO #99SWC-NV25-25281:1853,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Agriculture,Department of Agriculture,Leynna Kalani,3PS - Sent,08/11/2025,$611.48
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1854&external=true&parentUrl=close,PO #99SWC-NV25-25281:1854,AMAZON - FY26OIT-00337,"Amazon Capital Services, Inc.",Department of Education,Department of Education,Ron Pascual,3PS - Sent,08/11/2025,"$4,070.89"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1856&external=true&parentUrl=close,PO #99SWC-NV25-25281:1856,Fuze holders for cell door security,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Jennifer Kaufman,3PS - Sent,08/11/2025,$144.20
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1857&external=true&parentUrl=close,PO #99SWC-NV25-25281:1857,ESP 289 - AMAZON,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Kelly Vodopich,3PS - Sent,08/11/2025,$104.74
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1858&external=true&parentUrl=close,PO #99SWC-NV25-25281:1858,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Paul Brown,3PS - Sent,08/11/2025,$299.27
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1859&external=true&parentUrl=close,PO #99SWC-NV25-25281:1859,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Paul Brown,3PS - Sent,08/11/2025,"$1,508.99"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1860&external=true&parentUrl=close,PO #99SWC-NV25-25281:1860,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Parks Division,Ethan Mower,3PS - Sent,08/11/2025,$208.60
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1861&external=true&parentUrl=close,PO #99SWC-NV25-25281:1861,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Noe Bolanos-Calderon,3PS - Sent,08/11/2025,$836.13
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1862&external=true&parentUrl=close,PO #99SWC-NV25-25281:1862,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Noe Bolanos-Calderon,3PS - Sent,08/11/2025,$210.98
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1863&external=true&parentUrl=close,PO #99SWC-NV25-25281:1863,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Human Services,Division of Child and Family Services,Taraea Williams,3PS - Sent,08/11/2025,"$1,731.49"
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1864&external=true&parentUrl=close,PO #99SWC-NV25-25281:1864,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,David Aurand,3PS - Sent,08/11/2025,$50.11
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1865&external=true&parentUrl=close,PO #99SWC-NV25-25281:1865,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Meghan Hammargren,3PS - Sent,08/11/2025,$359.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1866&external=true&parentUrl=close,PO #99SWC-NV25-25281:1866,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Conservation and Natural Resources,Environmental Protection,David Aurand,3PCR - Complete Receipt,08/11/2025,$29.67
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1867&external=true&parentUrl=close,PO #99SWC-NV25-25281:1867,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Nevada Housing Division,Amber Baker,3PCR - Complete Receipt,08/12/2025,$26.59
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1868&external=true&parentUrl=close,PO #99SWC-NV25-25281:1868,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.",Department of Business and Industry,Business and Industry,Carrie Foley,3PCR - Complete Receipt,08/12/2025,$159.32
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1869&external=true&parentUrl=close,PO #99SWC-NV25-25281:1869,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,08/12/2025,$335.95
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1870&external=true&parentUrl=close,PO #99SWC-NV25-25281:1870,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Tomas Cruz,3PS - Sent,08/12/2025,$638.89
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1871&external=true&parentUrl=close,PO #99SWC-NV25-25281:1871,Angelina Privacy Screen Order,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Sean Tiller,3PS - Sent,08/12/2025,$8.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1872&external=true&parentUrl=close,PO #99SWC-NV25-25281:1872,Amazon- SDCC Barbering,"Amazon Capital Services, Inc.",Department of Corrections,Department of Corrections,Karen Best,3PS - Sent,08/12/2025,$300.72
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1873&external=true&parentUrl=close,PO #99SWC-NV25-25281:1873,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Lilliam Waters,3PS - Sent,08/12/2025,$27.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1874&external=true&parentUrl=close,PO #99SWC-NV25-25281:1874,4742 Curtain Order,"Amazon Capital Services, Inc.",Department of Motor Vehicles,Department of Motor Vehicles,Sean Tiller,3PS - Sent,08/12/2025,$56.97
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1875&external=true&parentUrl=close,PO #99SWC-NV25-25281:1875,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",DETR Administrative Services,Franky Flores,3PS - Sent,08/12/2025,$127.72
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1876&external=true&parentUrl=close,PO #99SWC-NV25-25281:1876,PO 11262,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",Rehabilitation Division,Rosina Aseph,3PS - Sent,08/12/2025,$406.04
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1877&external=true&parentUrl=close,PO #99SWC-NV25-25281:1877,FEU - JCACHO,"Amazon Capital Services, Inc.",Department of Public Safety,"Records, Communications and Compliance",Jesica Cacho,3PS - Sent,08/12/2025,$115.09
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1878&external=true&parentUrl=close,PO #99SWC-NV25-25281:1878,RCCD - H. MAXIMO,"Amazon Capital Services, Inc.",Department of Public Safety,"Records, Communications and Compliance",Hannah Maximo,3PS - Sent,08/12/2025,$24.99
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1879&external=true&parentUrl=close,PO #99SWC-NV25-25281:1879,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",DETR Administrative Services,Elizabeth St. George,3PS - Sent,08/12/2025,$37.76
https://nevadaepro.com/bso/external/purchaseorder/poSummary.sdo?docId=99SWC-NV25-25281&releaseNbr=1880&external=true&parentUrl=close,PO #99SWC-NV25-25281:1880,G2B #99SWC-NV25-25281,"Amazon Capital Services, Inc.","Department of Employment, Training and Rehabilitation",DETR Administrative Services,Franky Flores,3PS - Sent,08/12/2025,$963.78
